1	107
2	47
2	73
3	50
4	50
5	37
6	50
7	47
7	73
8	50
9	50
10	50
11	37
12	24
12	50
13	49
14	49
15	22
15	74
16	50
17	50
18	50
19	50
20	37
21	50
22	50
23	50
24	50
24	107
25	50
26	22
27	107
28	54
29	22
29	47
29	50
29	74
30	47
30	73
31	50
32	22
33	22
34	47
34	73
35	50
36	107
37	107
38	50
39	50
40	47
40	73
41	38
42	107
43	107
44	107
45	15
45	22
45	37
45	47
45	50
45	73
45	74
46	50
47	50
48	37
49	47
49	50
49	107
50	47
50	73
51	50
52	22
53	22
54	22
55	22
56	50
57	105
58	50
59	37
59	96
59	102
60	22
61	22
61	107
62	74
62	105
63	22
63	50
63	73
63	107
64	50
65	50
66	56
67	50
68	50
69	107
70	22
70	74
71	50
72	22
72	74
73	22
74	50
75	22
76	50
77	19
77	22
77	73
78	50
78	57
78	73
79	49
79	74
79	107
80	22
81	50
82	37
82	49
82	74
83	37
83	74
84	47
84	73
85	22
85	35
85	47
85	74
86	47
86	73
87	37
88	50
89	50
90	50
91	107
92	107
93	47
93	73
94	22
95	47
95	73
96	50
97	50
98	117
99	107
100	74
101	47
101	73
102	22
102	74
103	3
103	22
103	37
103	47
103	50
103	57
103	72
103	73
103	74
103	102
103	107
104	49
105	120
106	50
107	50
108	50
109	22
109	74
110	107
111	107
112	22
112	47
112	50
113	49
114	50
115	50
116	22
116	50
116	73
116	105
117	22
117	27
117	44
117	50
117	57
117	74
118	22
119	50
120	22
120	50
120	73
120	74
121	105
122	50
123	3
123	72
123	107
124	50
124	107
125	22
126	105
127	107
128	37
129	50
130	22
130	50
131	50
132	50
133	107
134	37
134	105
135	37
136	73
137	37
138	50
139	107
140	22
141	47
141	73
142	64
143	107
144	22
145	22
146	22
147	22
148	22
149	22
150	22
151	22
152	22
153	22
154	22
155	22
156	22
157	22
158	22
159	22
160	22
161	22
162	22
163	22
164	22
165	22
166	22
167	22
168	22
169	22
170	22
171	22
172	22
173	22
174	22
175	22
176	22
177	22
178	22
179	22
180	22
181	22
182	22
183	22
184	73
185	22
186	50
187	50
188	22
189	22
190	50
191	73
192	22
193	22
194	22
195	22
196	22
197	22
198	22
199	22
200	22
201	73
202	22
203	22
204	50
205	73
206	22
207	22
208	50
209	22
210	22
211	50
212	50
213	50
214	73
215	73
216	22
217	73
218	50
219	22
220	22
221	107
222	37
223	73
224	22
225	22
226	22
227	50
228	22
229	73
230	22
231	50
232	22
233	50
234	22
235	22
236	22
237	22
238	22
239	22
240	50
241	22
242	73
243	22
244	73
245	22
246	22
247	73
248	22
249	73
250	22
251	22
252	22
253	50
254	50
255	22
256	73
257	50
258	22
259	22
260	22
261	50
262	22
263	22
264	22
265	22
266	73
267	22
268	22
269	22
270	73
271	73
272	22
273	22
274	22
275	73
276	73
277	22
278	22
279	22
280	22
281	22
282	22
283	50
284	22
285	22
286	22
287	22
288	50
289	22
290	22
291	73
292	22
293	22
294	22
295	22
296	22
297	22
298	22
299	22
300	22
301	22
302	22
303	22
304	73
305	50
306	22
307	73
308	22
309	22
310	22
311	22
312	22
313	22
314	22
315	22
316	22
317	73
318	22
319	73
320	22
321	22
322	22
323	22
324	50
325	73
326	22
327	22
328	73
329	22
330	22
331	22
332	22
333	22
334	22
335	22
336	22
337	22
338	22
339	22
340	22
341	22
342	22
343	22
344	73
345	22
346	22
347	22
348	22
349	22
350	22
351	22
352	22
353	22
354	22
355	22
356	22
357	107
358	22
359	22
360	22
361	22
362	22
363	22
364	22
365	22
366	22
367	22
368	22
369	22
370	22
371	22
372	22
373	22
374	22
375	22
376	22
377	22
378	22
379	22
380	22
381	22
382	22
382	41
383	101
384	44
385	22
385	74
386	50
387	22
387	74
388	50
389	50
390	22
390	74
391	107
392	50
392	107
393	37
394	50
395	50
396	50
397	47
397	73
398	74
399	50
400	107
401	22
402	50
403	37
403	57
403	107
403	120
404	22
404	47
404	50
404	107
405	22
406	22
406	50
407	107
408	107
409	37
410	22
410	37
410	50
410	57
410	107
411	47
411	50
411	105
412	22
413	22
414	107
415	49
415	74
416	107
417	22
417	37
418	50
419	107
420	50
421	50
422	50
422	57
423	22
423	74
424	102
425	50
426	37
427	22
427	50
428	47
428	56
428	73
429	49
429	107
430	47
430	73
431	50
432	50
433	47
433	50
434	37
434	50
435	22
436	37
437	22
437	74
438	47
439	22
440	107
441	22
441	50
441	57
442	22
442	74
443	50
444	50
445	22
445	37
445	50
445	72
446	50
447	22
448	22
448	105
449	49
449	50
450	19
450	22
450	24
450	34
450	37
450	47
450	49
450	50
450	54
450	65
450	74
450	89
450	102
450	104
450	106
450	107
450	120
451	27
451	34
451	107
452	22
452	37
452	44
452	50
452	65
452	74
452	102
453	37
453	88
453	102
454	22
454	50
455	37
456	37
457	22
457	47
457	73
458	37
458	57
459	37
460	37
461	37
